slice,function,round_b,round_c,delta
coreutils::O2-noinline::ginstall,set_process_security_ctx,0.0,0.25,0.25
coreutils::O2-noinline::ginstall,sparse_copy,0.2917,0.375,0.0833
coreutils::O2-noinline::head,diagnose_copy_fd_failure,0.5,1.0,0.5
coreutils::O2-noinline::head,elide_tail_bytes_file,0.3333,0.4444,0.1111
coreutils::O2-noinline::head,elide_tail_bytes_pipe,0.2222,0.2593,0.037
coreutils::O2-noinline::head,elide_tail_lines_pipe,0.2105,0.2632,0.0526
coreutils::O2-noinline::head,elide_tail_lines_seekable,0.4167,0.5,0.0833
coreutils::O2-noinline::head,elseek,0.3333,0.5,0.1667
coreutils::O2-noinline::head,head,0.7143,0.8571,0.1429
coreutils::O2-noinline::head,head_bytes,0.1667,0.3333,0.1667
coreutils::O2-noinline::head,head_lines,0.375,0.5,0.125
coreutils::O2-noinline::head,string_to_integer,0.5,1.0,0.5
coreutils::O2-noinline::head,write_header,0.0,0.3333,0.3333
coreutils::O2-noinline::join,advance_seq,0.5,0.75,0.25
coreutils::O2-noinline::join,getseq,0.25,0.5,0.25
coreutils::O2-noinline::join,string_to_join_field,0.25,0.5,0.25
coreutils::O2-noinline::join,system_join,0.2,0.3333,0.1333
coreutils::O2-noinline::kill,print_table_row,0.3333,0.6667,0.3333
coreutils::O2-noinline::ln,convert_abs_rel,0.0,0.1667,0.1667
coreutils::O2-noinline::ln,relpath,0.125,0.375,0.25
coreutils::O2-noinline::ls,basename_is_dot_or_dotdot,0.0,0.5,0.5
coreutils::O2-noinline::ls,decode_line_length,0.5,1.0,0.5
coreutils::O2-noinline::ls,extract_dirs_from_files,0.125,0.25,0.125
coreutils::O2-noinline::ls,file_failure,0.6667,1.0,0.3333
coreutils::O2-noinline::ls,format_user_or_group,0.3333,0.5,0.1667
coreutils::O2-noinline::ls,format_user_or_group_width,0.25,0.5,0.25
coreutils::O2-noinline::ls,get_link_name,0.3333,0.6667,0.3333
coreutils::O2-noinline::ls,queue_directory,0.25,0.75,0.5
coreutils::O2-noinline::ls,quote_name,0.2857,0.3571,0.0714
coreutils::O2-noinline::ls,rev_strcmp_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_strcmp_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_strcmp_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_strcmp_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_strcmp_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_strcmp_df_name,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_strcmp_df_size,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_strcmp_df_width,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_xstrcoll_df_name,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_xstrcoll_df_size,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_xstrcoll_df_version,0.0,1.0,1.0
coreutils::O2-noinline::ls,rev_xstrcoll_df_width,0.0,1.0,1.0
coreutils::O2-noinline::ls,strcmp_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::ls,strcmp_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::ls,strcmp_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::ls,strcmp_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::ls,strcmp_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::ls,strcmp_df_name,0.0,1.0,1.0
coreutils::O2-noinline::ls,strcmp_df_size,0.0,1.0,1.0
coreutils::O2-noinline::ls,strcmp_df_width,0.0,1.0,1.0
coreutils::O2-noinline::ls,xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::ls,xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::ls,xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::ls,xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::ls,xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::ls,xstrcoll_df_name,0.0,1.0,1.0
coreutils::O2-noinline::ls,xstrcoll_df_size,0.0,1.0,1.0
coreutils::O2-noinline::ls,xstrcoll_df_version,0.0,1.0,1.0
coreutils::O2-noinline::ls,xstrcoll_df_width,0.0,1.0,1.0
coreutils::O2-noinline::mkdir,announce_mkdir,0.0,0.6667,0.6667
coreutils::O2-noinline::mkdir,make_ancestor,0.1667,0.5,0.3333
coreutils::O2-noinline::mkdir,process_dir,0.0,0.2,0.2
coreutils::O2-noinline::mktemp,mkdtemp_len,0.5,0.75,0.25
coreutils::O2-noinline::mktemp,mkstemp_len,0.5,0.75,0.25
coreutils::O2-noinline::mv,abandon_move,0.1667,0.3333,0.1667
coreutils::O2-noinline::mv,copy_dir,0.15,0.2,0.05
coreutils::O2-noinline::mv,copy_reg,0.3529,0.3824,0.0294
coreutils::O2-noinline::mv,create_hard_link,0.25,0.5,0.25
coreutils::O2-noinline::mv,create_hole,0.4,0.6,0.2
coreutils::O2-noinline::mv,emit_verbose,0.0,0.6,0.6
coreutils::O2-noinline::mv,overwrite_ok,0.25,0.375,0.125
coreutils::O2-noinline::mv,remember_copied,0.4,0.6,0.2
coreutils::O2-noinline::mv,set_file_security_ctx,0.2,0.4,0.2
coreutils::O2-noinline::mv,set_process_security_ctx,0.0,0.25,0.25
coreutils::O2-noinline::mv,sparse_copy,0.2917,0.375,0.0833
coreutils::O2-noinline::mv,write_protected_non_symlink,0.3333,1.0,0.6667
coreutils::O2-noinline::nl,process_file,0.0,1.0,1.0
coreutils::O2-noinline::numfmt,simple_strtod_float,0.2727,0.3636,0.0909
coreutils::O2-noinline::od,parse_old_offset,0.3333,0.6667,0.3333
coreutils::O2-noinline::od,print_long_double,0.2667,0.3333,0.0667
coreutils::O2-noinline::od,write_block,0.1538,0.2308,0.0769
coreutils::O2-noinline::pr,getoptnum,0.4,0.8,0.4
coreutils::O2-noinline::pr,main,0.8333,0.9167,0.0833
coreutils::O2-noinline::pr,parse_column_count,0.0,1.0,1.0
coreutils::O2-noinline::ptx,digest_break_file,0.0,0.1667,0.1667
coreutils::O2-noinline::ptx,digest_word_file,0.0,0.25,0.25
coreutils::O2-noinline::realpath,process_path,0.0,0.3333,0.3333
coreutils::O2-noinline::realpath,realpath_canon,0.0,0.25,0.25
coreutils::O2-noinline::realpath,relpath,0.125,0.375,0.25
coreutils::O2-noinline::rm,write_protected_non_symlink,0.3333,1.0,0.6667
coreutils::O2-noinline::rmdir,ignorable_failure,0.0,0.5,0.5
coreutils::O2-noinline::seq,seq_fast,0.2083,0.25,0.0417
coreutils::O2-noinline::shred,do_wipefd,0.3889,0.5,0.1111
coreutils::O2-noinline::shred,dopass,0.3636,0.3939,0.0303
coreutils::O2-noinline::shred,dosync,0.3333,0.6667,0.3333
coreutils::O2-noinline::shred,wipefile,0.0,0.3333,0.3333
coreutils::O2-noinline::shred,wipename,0.2308,0.3846,0.1538
coreutils::O2-noinline::shuf,read_input,0.2,0.3,0.1
coreutils::O2-noinline::sort,check,0.1333,0.2,0.0667
coreutils::O2-noinline::sort,compare_nodes,0.0,0.5,0.5
coreutils::O2-noinline::sort,fillbuf,0.2632,0.3158,0.0526
coreutils::O2-noinline::sort,incompatible_options,0.0,1.0,1.0
coreutils::O2-noinline::sort,merge,0.15,0.2,0.05
coreutils::O2-noinline::sort,merge_loop,0.2,0.6,0.4
coreutils::O2-noinline::sort,mergefiles,0.2857,0.5714,0.2857
coreutils::O2-noinline::sort,mergefps,0.1538,0.2308,0.0769
coreutils::O2-noinline::sort,mergelines_node,0.1,0.3,0.2
coreutils::O2-noinline::sort,parse_field_count,0.6,0.8,0.2
coreutils::O2-noinline::sort,proctab_comparator,0.0,0.5,0.5
coreutils::O2-noinline::sort,proctab_hasher,0.3333,0.6667,0.3333
coreutils::O2-noinline::sort,sort,0.2,0.25,0.05
coreutils::O2-noinline::sort,sort_die,0.5,1.0,0.5
coreutils::O2-noinline::sort,sortlines,0.2667,0.4,0.1333
coreutils::O2-noinline::sort,write_line,0.125,0.25,0.125
coreutils::O2-noinline::sort,write_unique,0.0,0.6667,0.6667
coreutils::O2-noinline::sort,xfclose,0.5,1.0,0.5
coreutils::O2-noinline::sort,xfopen,0.0,0.6667,0.6667
coreutils::O2-noinline::split,closeout,0.3333,0.5556,0.2222
coreutils::O2-noinline::stat,do_stat,0.1,0.3,0.2
coreutils::O2-noinline::stat,do_statfs,0.25,0.5,0.25
coreutils::O2-noinline::stat,out_file_context,0.375,0.5,0.125
coreutils::O2-noinline::stat,out_mount_point,0.2222,0.3333,0.1111
coreutils::O2-noinline::stat,print_stat,0.2143,0.3571,0.1429
coreutils::O2-noinline::stat,print_statfs,0.1429,0.2143,0.0714
coreutils::O2-noinline::stdbuf,parse_size,0.5,0.75,0.25
coreutils::O2-noinline::stty,apply_settings,0.1429,0.2143,0.0714
coreutils::O2-noinline::stty,display_window_size,0.3333,0.6667,0.3333
coreutils::O2-noinline::stty,integer_arg,0.5,1.0,0.5
coreutils::O2-noinline::stty,recover_mode,0.0,0.125,0.125
coreutils::O2-noinline::stty,set_speed,0.25,0.5,0.25
coreutils::O2-noinline::stty,set_window_size,0.2857,0.4286,0.1429
coreutils::O2-noinline::tac,copy_to_temp,0.25,0.375,0.125
coreutils::O2-noinline::tac,tac_nonseekable,0.3333,0.5,0.1667
coreutils::O2-noinline::tac,tac_seekable,0.0833,0.125,0.0417
coreutils::O2-noinline::tail,close_fd,0.5,1.0,0.5
coreutils::O2-noinline::tail,dump_remainder,0.1111,0.2222,0.1111
coreutils::O2-noinline::tail,fremote,0.0,0.1667,0.1667
coreutils::O2-noinline::tail,pipe_bytes,0.2143,0.2857,0.0714
coreutils::O2-noinline::tail,pipe_lines,0.1667,0.2222,0.0556
coreutils::O2-noinline::tail,start_bytes,0.4286,0.5714,0.1429
coreutils::O2-noinline::tail,start_lines,0.375,0.5,0.125
coreutils::O2-noinline::tail,wd_comparator,0.0,0.5,0.5
coreutils::O2-noinline::tail,wd_hasher,0.3333,0.6667,0.3333
coreutils::O2-noinline::tail,write_header,0.0,0.3333,0.3333
coreutils::O2-noinline::tail,xlseek,0.2857,0.4286,0.1429
coreutils::O2-noinline::timeout,parse_duration,0.6667,1.0,0.3333
coreutils::O2-noinline::touch,get_reldate,0.0,0.3333,0.3333
coreutils::O2-noinline::tr,append_char_class,0.1667,0.3333,0.1667
coreutils::O2-noinline::tr,parse_str,0.0,0.3333,0.3333
coreutils::O2-noinline::truncate,do_ftruncate,0.5,0.5833,0.0833
coreutils::O2-noinline::tsort,new_item,0.0,0.5,0.5
coreutils::O2-noinline::uniq,size_opt,0.6667,1.0,0.3333
coreutils::O2-noinline::uptime,print_uptime,0.04,0.08,0.04
coreutils::O2-noinline::uptime,uptime,0.5,0.75,0.25
coreutils::O2-noinline::users,users,0.25,0.5,0.25
coreutils::O2-noinline::vdir,basename_is_dot_or_dotdot,0.0,0.5,0.5
coreutils::O2-noinline::vdir,decode_line_length,0.5,1.0,0.5
coreutils::O2-noinline::vdir,extract_dirs_from_files,0.125,0.25,0.125
coreutils::O2-noinline::vdir,file_failure,0.6667,1.0,0.3333
coreutils::O2-noinline::vdir,format_user_or_group,0.3333,0.5,0.1667
coreutils::O2-noinline::vdir,format_user_or_group_width,0.25,0.5,0.25
coreutils::O2-noinline::vdir,get_link_name,0.3333,0.6667,0.3333
coreutils::O2-noinline::vdir,queue_directory,0.25,0.75,0.5
coreutils::O2-noinline::vdir,quote_name,0.2857,0.3571,0.0714
coreutils::O2-noinline::vdir,rev_strcmp_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_strcmp_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_strcmp_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_strcmp_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_strcmp_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_strcmp_df_name,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_strcmp_df_size,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_strcmp_df_width,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_xstrcoll_df_name,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_xstrcoll_df_size,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_xstrcoll_df_version,0.0,1.0,1.0
coreutils::O2-noinline::vdir,rev_xstrcoll_df_width,0.0,1.0,1.0
coreutils::O2-noinline::vdir,strcmp_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,strcmp_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,strcmp_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,strcmp_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::vdir,strcmp_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,strcmp_df_name,0.0,1.0,1.0
coreutils::O2-noinline::vdir,strcmp_df_size,0.0,1.0,1.0
coreutils::O2-noinline::vdir,strcmp_df_width,0.0,1.0,1.0
coreutils::O2-noinline::vdir,xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::vdir,xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::vdir,xstrcoll_df_name,0.0,1.0,1.0
coreutils::O2-noinline::vdir,xstrcoll_df_size,0.0,1.0,1.0
coreutils::O2-noinline::vdir,xstrcoll_df_version,0.0,1.0,1.0
coreutils::O2-noinline::vdir,xstrcoll_df_width,0.0,1.0,1.0
coreutils::O2-noinline::wc,wc_lines,0.3333,0.4167,0.0833
coreutils::O2-noinline::wc,wc_lines_avx2,0.2,0.2667,0.0667
coreutils::O2-noinline::who,who,0.5,0.75,0.25
coreutils::O2::basename,perform_basename,0.2222,0.3333,0.1111
coreutils::O2::chroot,parse_additional_groups,0.3333,0.4167,0.0833
coreutils::O2::cksum,output_crc,0.2727,0.3636,0.0909
coreutils::O2::cp,create_hard_link,0.25,0.5,0.25
coreutils::O2::cp,create_hole,0.2222,0.3333,0.1111
coreutils::O2::cp,decode_preserve_arg,0.1111,0.2222,0.1111
coreutils::O2::cp,emit_verbose,0.0,0.5,0.5
coreutils::O2::cp,overwrite_ok,0.25,0.375,0.125
coreutils::O2::cp,remember_copied,0.2857,0.4286,0.1429
coreutils::O2::cp,set_file_security_ctx,0.1667,0.3333,0.1667
coreutils::O2::cp,set_process_security_ctx,0.0,0.2222,0.2222
coreutils::O2::cp,sparse_copy,0.3333,0.4167,0.0833
coreutils::O2::dd,ifd_reopen,0.6,0.8,0.2
coreutils::O2::dd,skip,0.4,0.5,0.1
