direction,opt,project,binary,function,arch,ged_base,ged_var,src_nodes,approximated
improved,O0,openssh-portable,ssh-sk-helper,ssh_rsa_verify,x86-64,13.0,5.0,40,False
improved,O0,openssh-portable,sshd,ssh_rsa_verify,x86-64,13.0,5.0,40,False
to_perfect,O0,openssh-portable,ssh-keyscan,ssh_set_verify_host_key_callback,x86-64,2.0,0.0,5,False
worsened,O0,openssh-portable,ssh,ssh_tty_parse_modes,x86-64,2.0,5.0,258,True
worsened,O0,openssh-portable,sshd,ssh_tty_parse_modes,x86-64,2.0,5.0,258,True
to_perfect,O0,openssh-portable,sshd,sshauthopt_from_cert,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,scp,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,sftp,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,sftp-server,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-add,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-agent,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keygen,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keyscan,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keysign,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-sk-helper,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,sshd,sshbuf_avail,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,scp,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,sftp,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,sftp-server,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-add,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-agent,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-keygen,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-keyscan,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-keysign,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-sk-helper,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,sshd,sshbuf_check_reserve,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,scp,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,sftp,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,sftp-server,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-add,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-agent,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keygen,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keyscan,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keysign,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-sk-helper,sshbuf_cmp,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,sshd,sshbuf_cmp,x86-64,4.0,0.0,13,False
improved,O0,openssh-portable,scp,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,sftp,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,sftp-server,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,ssh,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,ssh-add,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,ssh-agent,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,ssh-keygen,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,ssh-keyscan,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,ssh-keysign,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,ssh-sk-helper,sshbuf_dtob64,x86-64,14.0,10.0,26,False
improved,O0,openssh-portable,sshd,sshbuf_dtob64,x86-64,14.0,10.0,26,False
off_perfect,O0,openssh-portable,scp,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,sftp,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,sftp-server,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,ssh,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,ssh-add,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,ssh-agent,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,ssh-keygen,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,ssh-keyscan,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,ssh-keysign,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,ssh-sk-helper,sshbuf_free,x86-64,0.0,10.0,9,False
off_perfect,O0,openssh-portable,sshd,sshbuf_free,x86-64,0.0,10.0,9,False
to_perfect,O0,openssh-portable,scp,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,sftp,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,sftp-server,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-add,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-agent,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keygen,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keyscan,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keysign,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-sk-helper,sshbuf_from,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,sshd,sshbuf_from,x86-64,4.0,0.0,7,False
worsened,O0,openssh-portable,scp,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,sftp,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,sftp-server,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,ssh,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,ssh-add,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,ssh-agent,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,ssh-keygen,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,ssh-keyscan,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,ssh-keysign,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,ssh-sk-helper,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,sshd,sshbuf_froms,x86-64,7.0,11.0,13,False
worsened,O0,openssh-portable,scp,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,sftp,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,sftp-server,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,ssh,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,ssh-add,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,ssh-agent,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,ssh-keygen,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,ssh-keyscan,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,ssh-keysign,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,ssh-sk-helper,sshbuf_get,x86-64,4.0,8.0,7,False
worsened,O0,openssh-portable,sshd,sshbuf_get,x86-64,4.0,8.0,7,False
improved,O0,openssh-portable,scp,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,sftp,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,sftp-server,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,ssh,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,ssh-add,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,ssh-agent,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,ssh-keygen,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,ssh-keyscan,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,ssh-keysign,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,ssh-sk-helper,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
improved,O0,openssh-portable,sshd,sshbuf_maybe_pack,x86-64,11.0,7.0,11,False
to_perfect,O0,openssh-portable,scp,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,sftp,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,sftp-server,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-add,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-agent,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keygen,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keyscan,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keysign,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-sk-helper,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
to_perfect,O0,openssh-portable,sshd,sshbuf_mutable_ptr,x86-64,4.0,0.0,7,False
worsened,O0,openssh-portable,ssh,sshbuf_put_bignum2,x86-64,6.0,8.0,13,False
worsened,O0,openssh-portable,ssh-add,sshbuf_put_bignum2,x86-64,6.0,8.0,13,False
worsened,O0,openssh-portable,ssh-agent,sshbuf_put_bignum2,x86-64,6.0,8.0,13,False
worsened,O0,openssh-portable,ssh-keygen,sshbuf_put_bignum2,x86-64,6.0,8.0,13,False
worsened,O0,openssh-portable,ssh-keyscan,sshbuf_put_bignum2,x86-64,6.0,8.0,13,False
worsened,O0,openssh-portable,ssh-keysign,sshbuf_put_bignum2,x86-64,6.0,8.0,13,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_put_bignum2,x86-64,6.0,8.0,13,False
worsened,O0,openssh-portable,ssh-sk-helper,sshbuf_put_bignum2,x86-64,6.0,8.0,13,False
worsened,O0,openssh-portable,sshd,sshbuf_put_bignum2,x86-64,6.0,8.0,13,False
worsened,O0,openssh-portable,scp,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,sftp,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,sftp-server,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,ssh,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,ssh-add,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,ssh-agent,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,ssh-keygen,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,ssh-keyscan,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,ssh-keysign,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,ssh-sk-helper,sshbuf_reset,x86-64,5.0,8.0,10,False
worsened,O0,openssh-portable,sshd,sshbuf_reset,x86-64,5.0,8.0,10,False
to_perfect,O0,openssh-portable,scp,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,sftp,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,sftp-server,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,ssh,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,ssh-add,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,ssh-agent,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,ssh-keygen,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,ssh-keyscan,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,ssh-keysign,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,ssh-sk-helper,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
to_perfect,O0,openssh-portable,sshd,sshbuf_set_max_size,x86-64,2.0,0.0,24,False
improved,O0,openssh-portable,ssh,sshkey_advance_past_options,x86-64,10.0,6.0,17,False
improved,O0,openssh-portable,ssh-add,sshkey_advance_past_options,x86-64,10.0,6.0,17,False
improved,O0,openssh-portable,ssh-keygen,sshkey_advance_past_options,x86-64,10.0,6.0,17,False
improved,O0,openssh-portable,ssh-keysign,sshkey_advance_past_options,x86-64,10.0,6.0,17,False
improved,O0,openssh-portable,sshd,sshkey_advance_past_options,x86-64,10.0,6.0,17,False
worsened,O0,openssh-portable,ssh,sshkey_cert_check_host,x86-64,2.0,5.0,9,False
worsened,O0,openssh-portable,ssh-add,sshkey_cert_check_host,x86-64,2.0,5.0,9,False
worsened,O0,openssh-portable,ssh-agent,sshkey_cert_check_host,x86-64,2.0,5.0,9,False
worsened,O0,openssh-portable,ssh-keygen,sshkey_cert_check_host,x86-64,2.0,5.0,9,False
worsened,O0,openssh-portable,ssh-keyscan,sshkey_cert_check_host,x86-64,2.0,5.0,9,False
worsened,O0,openssh-portable,ssh-keysign,sshkey_cert_check_host,x86-64,2.0,5.0,9,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,sshkey_cert_check_host,x86-64,2.0,5.0,9,False
worsened,O0,openssh-portable,ssh-sk-helper,sshkey_cert_check_host,x86-64,2.0,5.0,9,False
worsened,O0,openssh-portable,sshd,sshkey_cert_check_host,x86-64,2.0,5.0,9,False
improved,O0,openssh-portable,ssh,sshkey_cert_copy,x86-64,12.0,10.0,34,False
improved,O0,openssh-portable,ssh-add,sshkey_cert_copy,x86-64,12.0,10.0,34,False
improved,O0,openssh-portable,ssh-agent,sshkey_cert_copy,x86-64,12.0,10.0,34,False
improved,O0,openssh-portable,ssh-keygen,sshkey_cert_copy,x86-64,12.0,10.0,34,False
improved,O0,openssh-portable,ssh-keyscan,sshkey_cert_copy,x86-64,12.0,10.0,34,False
improved,O0,openssh-portable,ssh-keysign,sshkey_cert_copy,x86-64,12.0,10.0,34,False
improved,O0,openssh-portable,ssh-pkcs11-helper,sshkey_cert_copy,x86-64,12.0,10.0,34,False
improved,O0,openssh-portable,ssh-sk-helper,sshkey_cert_copy,x86-64,12.0,10.0,34,False
improved,O0,openssh-portable,sshd,sshkey_cert_copy,x86-64,12.0,10.0,34,False
improved,O0,openssh-portable,ssh,sshkey_certify_custom,x86-64,4.0,1.0,83,True
improved,O0,openssh-portable,ssh-add,sshkey_certify_custom,x86-64,4.0,1.0,83,True
improved,O0,openssh-portable,ssh-agent,sshkey_certify_custom,x86-64,4.0,1.0,83,True
improved,O0,openssh-portable,ssh-keygen,sshkey_certify_custom,x86-64,4.0,1.0,83,True
improved,O0,openssh-portable,ssh-keyscan,sshkey_certify_custom,x86-64,4.0,1.0,83,True
improved,O0,openssh-portable,ssh-keysign,sshkey_certify_custom,x86-64,4.0,1.0,83,True
improved,O0,openssh-portable,ssh-pkcs11-helper,sshkey_certify_custom,x86-64,4.0,1.0,83,True
improved,O0,openssh-portable,ssh-sk-helper,sshkey_certify_custom,x86-64,4.0,1.0,83,True
improved,O0,openssh-portable,sshd,sshkey_certify_custom,x86-64,4.0,1.0,83,True
to_perfect,O0,openssh-portable,ssh,sshkey_check_cert_sigtype,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-add,sshkey_check_cert_sigtype,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-agent,sshkey_check_cert_sigtype,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keygen,sshkey_check_cert_sigtype,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keyscan,sshkey_check_cert_sigtype,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keysign,sshkey_check_cert_sigtype,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,sshkey_check_cert_sigtype,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-sk-helper,sshkey_check_cert_sigtype,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,sshd,sshkey_check_cert_sigtype,x86-64,4.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh,sshkey_check_rsa_length,x86-64,8.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-add,sshkey_check_rsa_length,x86-64,8.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-agent,sshkey_check_rsa_length,x86-64,8.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-keygen,sshkey_check_rsa_length,x86-64,8.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-keyscan,sshkey_check_rsa_length,x86-64,8.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-keysign,sshkey_check_rsa_length,x86-64,8.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,sshkey_check_rsa_length,x86-64,8.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-sk-helper,sshkey_check_rsa_length,x86-64,8.0,0.0,15,False
to_perfect,O0,openssh-portable,sshd,sshkey_check_rsa_length,x86-64,8.0,0.0,15,False
improved,O0,openssh-portable,ssh,sshkey_equal_public,x86-64,16.0,10.0,56,True
improved,O0,openssh-portable,ssh-add,sshkey_equal_public,x86-64,16.0,10.0,56,True
improved,O0,openssh-portable,ssh-agent,sshkey_equal_public,x86-64,16.0,10.0,56,True
improved,O0,openssh-portable,ssh-keygen,sshkey_equal_public,x86-64,16.0,10.0,56,True
improved,O0,openssh-portable,ssh-keyscan,sshkey_equal_public,x86-64,16.0,10.0,56,True
improved,O0,openssh-portable,ssh-keysign,sshkey_equal_public,x86-64,16.0,10.0,56,True
improved,O0,openssh-portable,ssh-pkcs11-helper,sshkey_equal_public,x86-64,16.0,10.0,56,True
improved,O0,openssh-portable,ssh-sk-helper,sshkey_equal_public,x86-64,16.0,10.0,56,True
improved,O0,openssh-portable,sshd,sshkey_equal_public,x86-64,16.0,10.0,56,True
worsened,O0,openssh-portable,ssh,sshkey_is_shielded,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-add,sshkey_is_shielded,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-agent,sshkey_is_shielded,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-keygen,sshkey_is_shielded,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-keyscan,sshkey_is_shielded,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-keysign,sshkey_is_shielded,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,sshkey_is_shielded,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-sk-helper,sshkey_is_shielded,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,sshd,sshkey_is_shielded,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh,sshkey_is_sk,x86-64,6.0,8.0,5,False
worsened,O0,openssh-portable,ssh-add,sshkey_is_sk,x86-64,6.0,8.0,5,False
worsened,O0,openssh-portable,ssh-agent,sshkey_is_sk,x86-64,6.0,8.0,5,False
worsened,O0,openssh-portable,ssh-keygen,sshkey_is_sk,x86-64,6.0,8.0,5,False
worsened,O0,openssh-portable,ssh-keyscan,sshkey_is_sk,x86-64,6.0,8.0,5,False
worsened,O0,openssh-portable,ssh-keysign,sshkey_is_sk,x86-64,6.0,8.0,5,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,sshkey_is_sk,x86-64,6.0,8.0,5,False
worsened,O0,openssh-portable,ssh-sk-helper,sshkey_is_sk,x86-64,6.0,8.0,5,False
worsened,O0,openssh-portable,sshd,sshkey_is_sk,x86-64,6.0,8.0,5,False
worsened,O0,openssh-portable,ssh,sshkey_load_private_cert,x86-64,11.0,13.0,15,False
worsened,O0,openssh-portable,ssh-add,sshkey_load_private_cert,x86-64,11.0,13.0,15,False
worsened,O0,openssh-portable,ssh-keygen,sshkey_load_private_cert,x86-64,11.0,13.0,15,False
worsened,O0,openssh-portable,ssh-keysign,sshkey_load_private_cert,x86-64,11.0,13.0,15,False
worsened,O0,openssh-portable,sshd,sshkey_load_private_cert,x86-64,11.0,13.0,15,False
improved,O0,openssh-portable,ssh,sshkey_match_keyname_to_sigalgs,x86-64,20.0,12.0,19,False
improved,O0,openssh-portable,ssh-add,sshkey_match_keyname_to_sigalgs,x86-64,20.0,12.0,19,False
improved,O0,openssh-portable,ssh-agent,sshkey_match_keyname_to_sigalgs,x86-64,20.0,12.0,19,False
improved,O0,openssh-portable,ssh-keygen,sshkey_match_keyname_to_sigalgs,x86-64,20.0,12.0,19,False
improved,O0,openssh-portable,ssh-keyscan,sshkey_match_keyname_to_sigalgs,x86-64,20.0,12.0,19,False
improved,O0,openssh-portable,ssh-keysign,sshkey_match_keyname_to_sigalgs,x86-64,20.0,12.0,19,False
improved,O0,openssh-portable,ssh-pkcs11-helper,sshkey_match_keyname_to_sigalgs,x86-64,20.0,12.0,19,False
improved,O0,openssh-portable,ssh-sk-helper,sshkey_match_keyname_to_sigalgs,x86-64,20.0,12.0,19,False
improved,O0,openssh-portable,sshd,sshkey_match_keyname_to_sigalgs,x86-64,20.0,12.0,19,False
improved,O0,openssh-portable,ssh,sshkey_parse_private_pem_fileblob,x86-64,18.0,16.0,51,False
improved,O0,openssh-portable,ssh-add,sshkey_parse_private_pem_fileblob,x86-64,18.0,16.0,51,False
improved,O0,openssh-portable,ssh-agent,sshkey_parse_private_pem_fileblob,x86-64,18.0,16.0,51,False
improved,O0,openssh-portable,ssh-keygen,sshkey_parse_private_pem_fileblob,x86-64,18.0,16.0,51,False
improved,O0,openssh-portable,ssh-keyscan,sshkey_parse_private_pem_fileblob,x86-64,18.0,16.0,51,False
improved,O0,openssh-portable,ssh-keysign,sshkey_parse_private_pem_fileblob,x86-64,18.0,16.0,51,False
improved,O0,openssh-portable,ssh-pkcs11-helper,sshkey_parse_private_pem_fileblob,x86-64,18.0,16.0,51,False
improved,O0,openssh-portable,ssh-sk-helper,sshkey_parse_private_pem_fileblob,x86-64,18.0,16.0,51,False
improved,O0,openssh-portable,sshd,sshkey_parse_private_pem_fileblob,x86-64,18.0,16.0,51,False
to_perfect,O0,openssh-portable,ssh,sshkey_perm_ok,x86-64,2.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-add,sshkey_perm_ok,x86-64,2.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keygen,sshkey_perm_ok,x86-64,2.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keysign,sshkey_perm_ok,x86-64,2.0,0.0,7,False
to_perfect,O0,openssh-portable,sshd,sshkey_perm_ok,x86-64,2.0,0.0,7,False
worsened,O0,openssh-portable,ssh,sshkey_private_to_fileblob,x86-64,44.0,46.0,7,False
worsened,O0,openssh-portable,ssh-add,sshkey_private_to_fileblob,x86-64,44.0,46.0,7,False
worsened,O0,openssh-portable,ssh-agent,sshkey_private_to_fileblob,x86-64,44.0,46.0,7,False
worsened,O0,openssh-portable,ssh-keygen,sshkey_private_to_fileblob,x86-64,44.0,46.0,7,False
worsened,O0,openssh-portable,ssh-keyscan,sshkey_private_to_fileblob,x86-64,44.0,46.0,7,False
worsened,O0,openssh-portable,ssh-keysign,sshkey_private_to_fileblob,x86-64,44.0,46.0,7,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,sshkey_private_to_fileblob,x86-64,44.0,46.0,7,False
worsened,O0,openssh-portable,ssh-sk-helper,sshkey_private_to_fileblob,x86-64,44.0,46.0,7,False
worsened,O0,openssh-portable,sshd,sshkey_private_to_fileblob,x86-64,44.0,46.0,7,False
worsened,O0,openssh-portable,ssh,sshkey_type_is_valid_ca,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-add,sshkey_type_is_valid_ca,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-agent,sshkey_type_is_valid_ca,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-keygen,sshkey_type_is_valid_ca,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-keyscan,sshkey_type_is_valid_ca,x86-64,6.0,8.0,3,False
