direction,opt,project,binary,function,arch,ged_base,ged_var,src_nodes,approximated
to_perfect,O0,gnutls,certtool,save_abbr,x86-64,2.0,0.0,24,False
to_perfect,O0,gnutls,systemkey,save_abbr,x86-64,2.0,0.0,24,False
worsened,O0,gnutls,gnutls-cli,socket_starttls,x86-64,27.0,32.0,58,False
worsened,O0,gnutls,gnutls-cli-debug,socket_starttls,x86-64,27.0,32.0,58,False
worsened,O0,gnutls,ocsptool,socket_starttls,x86-64,27.0,32.0,58,False
worsened,O0,gnutls,gnutls-cli,srp_username_callback,x86-64,2.0,8.0,5,False
to_perfect,O0,gnutls,certtool,str_to_sec_param,x86-64,2.0,0.0,15,False
to_perfect,O0,gnutls,ocsptool,str_to_sec_param,x86-64,2.0,0.0,15,False
to_perfect,O0,gnutls,systemkey,str_to_sec_param,x86-64,2.0,0.0,15,False
improved,O0,gnutls,gnutls-cli-debug,test_dhe_group,x86-64,9.0,7.0,29,False
improved,O0,gnutls,gnutls-cli-debug,test_known_protocols,x86-64,8.0,2.0,11,False
worsened,O0,gnutls,gnutls-cli-debug,test_rfc7507,x86-64,6.0,8.0,12,False
improved,O0,gnutls,gnutls-cli-debug,test_rfc7919,x86-64,3.0,1.0,8,False
to_perfect,O0,gnutls,gnutls-cli-debug,test_session_resume2,x86-64,2.0,0.0,15,False
worsened,O0,gnutls,gnutls-cli-debug,test_version_rollback,x86-64,5.0,8.0,11,False
worsened,O0,grep,grep,Fexecute,x86-64,25.0,27.0,43,False
improved,O0,grep,grep,file_must_have_nulls,x86-64,15.0,13.0,18,False
improved,O0,grep,grep,is_device_mode,x86-64,14.0,12.0,7,False
to_perfect,O0,grep,grep,open_symlink_nofollow_error,x86-64,2.0,0.0,5,False
improved,O0,grep,grep,parse_grep_colors,x86-64,11.0,5.0,30,False
improved,O0,grep,grep,print_line_head,x86-64,17.0,7.0,19,False
improved,O0,grep,grep,prpending,x86-64,8.0,3.0,6,False
worsened,O0,grep,grep,skip_devices,x86-64,10.0,12.0,3,False
worsened,O0,grep,grep,wordchar,x86-64,10.0,12.0,3,False
worsened,O0,gzip,gzip,atdir_eq,x86-64,10.0,12.0,5,False
improved,O0,gzip,gzip,fdutimens,x86-64,4.0,2.0,77,True
improved,O0,gzip,gzip,get_input_size_and_time,x86-64,14.0,10.0,3,False
worsened,O0,gzip,gzip,inflate_dynamic,x86-64,6.0,7.0,89,True
to_perfect,O0,gzip,gzip,input_eof,x86-64,8.0,0.0,9,False
improved,O0,gzip,gzip,lm_init,x86-64,10.0,8.0,19,False
to_perfect,O0,gzip,gzip,make_ofname,x86-64,20.0,0.0,34,False
worsened,O0,iproute2,ip,__valid_nh_group_attr,x86-64,10.0,12.0,3,False
worsened,O0,iproute2,ip,check_sa_args,x86-64,6.0,7.0,9,False
to_perfect,O0,iproute2,ip,check_txsc_flags,x86-64,9.0,0.0,7,False
worsened,O0,iproute2,ip,create_netns_dir,x86-64,3.0,5.0,4,False
worsened,O0,iproute2,ip,do_modify_rxsci,x86-64,13.0,15.0,11,False
worsened,O0,iproute2,ip,filter_nlmsg,x86-64,15.0,23.0,175,True
improved,O0,iproute2,ip,flush_nexthop,x86-64,8.0,5.0,12,False
to_perfect,O0,iproute2,ip,flush_update,x86-64,2.0,0.0,5,False
to_perfect,O0,iproute2,ip,get_float,x86-64,6.0,0.0,11,False
worsened,O0,iproute2,ip,get_sci_portaddr,x86-64,24.0,26.0,36,False
worsened,O0,iproute2,ip,hsr_print_opt,x86-64,3.0,16.0,30,False
improved,O0,iproute2,ip,invalid_name,x86-64,16.0,12.0,9,False
worsened,O0,iproute2,ip,ip6_tnl_parm_match,x86-64,18.0,24.0,65,True
improved,O0,iproute2,ip,ip_tunnel_parm_match,x86-64,18.0,12.0,19,False
worsened,O0,iproute2,ip,ipneigh_dump_filter,x86-64,6.0,7.0,7,False
worsened,O0,iproute2,ip,ipnetns_accept_msg,x86-64,9.0,11.0,8,False
worsened,O0,iproute2,ip,ipoib_print_opt,x86-64,11.0,15.0,22,False
improved,O0,iproute2,ip,iproute_dump_filter,x86-64,7.0,6.0,9,False
worsened,O0,iproute2,ip,ipstats_req_should_filter_at,x86-64,10.0,12.0,3,False
improved,O0,iproute2,ip,ipstats_show_group,x86-64,11.0,8.0,4,False
worsened,O0,iproute2,ip,ipvlan_print_opt,x86-64,20.0,27.0,16,False
worsened,O0,iproute2,ip,macvlan_print_opt,x86-64,17.0,19.0,53,False
worsened,O0,iproute2,ip,mptcp_parse_limit,x86-64,22.0,24.0,21,False
worsened,O0,iproute2,ip,netns_filter_req,x86-64,3.0,5.0,4,False
worsened,O0,iproute2,ip,netns_map_init,x86-64,8.0,14.0,12,False
worsened,O0,iproute2,ip,netns_nsid_socket_init,x86-64,5.0,11.0,6,False
worsened,O0,iproute2,ip,netns_save,x86-64,3.0,8.0,4,False
worsened,O0,iproute2,ip,nh_dump_filter,x86-64,10.0,11.0,13,False
improved,O0,iproute2,ip,nud_state_a2n,x86-64,20.0,2.0,25,False
improved,O0,iproute2,ip,parse_ioam6_freq,x86-64,12.0,8.0,19,False
worsened,O0,iproute2,ip,print_af_spec,x86-64,8.0,20.0,9,False
improved,O0,iproute2,ip,print_af_stats_attr,x86-64,8.0,3.0,15,False
worsened,O0,iproute2,ip,print_encap_ioam6,x86-64,6.0,31.0,15,False
improved,O0,iproute2,ip,print_encap_seg6local,x86-64,9.0,8.0,20,False
improved,O0,iproute2,ip,print_neigh,x86-64,15.0,12.0,98,True
worsened,O0,iproute2,ip,print_nlmsg_tunnel,x86-64,14.0,16.0,26,False
worsened,O0,iproute2,ip,print_rxsa_stats,x86-64,2.0,12.0,5,False
worsened,O0,iproute2,ip,print_rxsc_stats,x86-64,2.0,12.0,5,False
worsened,O0,iproute2,ip,print_secy_stats,x86-64,2.0,12.0,5,False
worsened,O0,iproute2,ip,print_txsa_stats,x86-64,2.0,12.0,5,False
worsened,O0,iproute2,ip,print_txsc_stats,x86-64,2.0,12.0,5,False
improved,O0,iproute2,ip,print_vfinfo,x86-64,41.0,39.0,64,True
off_perfect,O0,iproute2,ip,read_cgroup_pids,x86-64,0.0,8.0,11,False
improved,O0,iproute2,ip,restore_handler,x86-64,20.0,15.0,23,False
worsened,O0,iproute2,ip,rmnet_print_opt,x86-64,2.0,8.0,7,False
worsened,O0,iproute2,ip,rtattr_cmp,x86-64,4.0,8.0,7,False
to_perfect,O0,iproute2,ip,rtnl_rtntype_a2n,x86-64,6.0,0.0,33,False
to_perfect,O0,iproute2,ip,save_route_errhndlr,x86-64,4.0,0.0,7,False
to_perfect,O0,iproute2,ip,sci_complete,x86-64,21.0,0.0,4,False
worsened,O0,iproute2,ip,tnl_print_encap,x86-64,13.0,19.0,12,False
improved,O0,iproute2,ip,validate_dump,x86-64,18.0,12.0,11,False
improved,O0,iproute2,ip,validate_secy_dump,x86-64,30.0,18.0,23,False
worsened,O0,iproute2,ip,vlan_print_opt,x86-64,5.0,8.0,21,False
worsened,O0,iproute2,ip,vrf_print_opt,x86-64,3.0,7.0,4,False
worsened,O0,iproute2,ip,vrf_reset,x86-64,2.0,6.0,5,False
worsened,O0,iproute2,ip,vrf_slave_print_opt,x86-64,3.0,7.0,4,False
worsened,O0,iproute2,ip,vrf_table_linkinfo,x86-64,3.0,5.0,4,False
worsened,O0,iproute2,ip,vti6_print_opt,x86-64,11.0,14.0,18,False
worsened,O0,iproute2,ip,vti_print_opt,x86-64,11.0,14.0,18,False
worsened,O0,iproute2,ip,wwan_print_opt,x86-64,3.0,7.0,4,False
worsened,O0,iproute2,ip,xdp_dump,x86-64,11.0,15.0,24,False
worsened,O0,iproute2,ip,xdp_dump_prog_one,x86-64,12.0,13.0,11,False
worsened,O0,iproute2,ip,xfrm_accept_msg,x86-64,33.0,39.0,25,False
worsened,O0,iproute2,ip,xfrm_addr_match,x86-64,6.0,8.0,7,False
worsened,O0,iproute2,ip,xfrm_policy_filter_match,x86-64,15.0,17.0,40,False
worsened,O0,iproute2,ip,xfrm_print_opt,x86-64,3.0,7.0,4,False
worsened,O0,iproute2,ip,xfrm_state_filter_match,x86-64,9.0,11.0,24,False
worsened,O0,iproute2,ip,xfrm_state_keep,x86-64,3.0,5.0,16,False
worsened,O0,iproute2,ip,xfrm_xfrmproto_is_ro,x86-64,10.0,12.0,3,False
improved,O0,kmod,kmod,flush_stream,x86-64,11.0,8.0,8,False
worsened,O0,kmod,kmod,is_module_filename,x86-64,4.0,5.0,7,False
worsened,O0,kmod,kmod,should_exclude_dir,x86-64,4.0,5.0,18,False
to_perfect,O0,libacl,libacl.so.1.1,acl_add_perm,x86-64,2.0,0.0,5,False
worsened,O0,libacl,libacl.so.1.1,acl_check,x86-64,5.0,8.0,48,False
worsened,O0,libacl,libacl.so.1.1,acl_cmp,x86-64,14.0,16.0,17,False
worsened,O0,libacl,libacl.so.1.1,acl_copy_entry,x86-64,2.0,8.0,5,False
to_perfect,O0,libacl,libacl.so.1.1,acl_delete_def_file,x86-64,4.0,0.0,7,False
worsened,O0,libacl,libacl.so.1.1,acl_delete_entry,x86-64,2.0,8.0,7,False
to_perfect,O0,libacl,libacl.so.1.1,acl_delete_perm,x86-64,2.0,0.0,5,False
to_perfect,O0,libacl,libacl.so.1.1,acl_get_perm,x86-64,2.0,0.0,5,False
worsened,O0,libacl,libacl.so.1.1,acl_set_permset,x86-64,2.0,8.0,5,False
to_perfect,O0,libacl,getfacl,do_print,x86-64,4.0,0.0,69,True
worsened,O0,libacl,setfacl,do_set,x86-64,17.0,20.0,126,True
improved,O0,libacl,libacl.so.1.1,perm_copy_fd,x86-64,55.0,50.0,46,False
improved,O0,libacl,libacl.so.1.1,perm_copy_file,x86-64,42.0,36.0,76,True
improved,O0,libacl,setfacl,read_acl_comments,x86-64,8.0,2.0,109,True
improved,O0,libacl,libacl.so.1.1,set_acl,x86-64,58.0,57.0,46,False
improved,O0,libacl,libacl.so.1.1,set_acl_fd,x86-64,45.0,44.0,32,False
improved,O0,libbsd,libbsd.so.0.11,__elf_is_okay__,x86-64,23.0,9.0,18,False
improved,O0,libbsd,libbsd.so.0.11,__fdnlist,x86-64,10.0,6.0,59,False
to_perfect,O0,libbsd,libbsd.so.0.11,pidfile_verify,x86-64,4.0,0.0,11,False
to_perfect,O0,libbsd,libbsd.so.0.11,spt_copyargs,x86-64,5.0,0.0,12,False
worsened,O0,libedit,libedit.so.0.0,ce__isword,x86-64,10.0,12.0,3,False
to_perfect,O0,libedit,libedit.so.0.0,cv__isword,x86-64,2.0,0.0,7,False
to_perfect,O0,libedit,libedit.so.0.0,cv_paste,x86-64,2.0,0.0,11,False
to_perfect,O0,libedit,libedit.so.0.0,ed_delete_next_char,x86-64,6.0,0.0,13,False
worsened,O0,libedit,libedit.so.0.0,ed_prev_char,x86-64,3.0,5.0,8,False
worsened,O0,libedit,libedit.so.0.0,ed_prev_word,x86-64,3.0,5.0,6,False
worsened,O0,libedit,libedit.so.0.0,el_deletestr,x86-64,3.0,10.0,6,False
to_perfect,O0,libedit,libedit.so.0.0,el_deletestr1,x86-64,2.0,0.0,14,False
to_perfect,O0,libedit,libedit.so.0.0,el_editmode,x86-64,9.0,0.0,12,False
worsened,O0,libedit,libedit.so.0.0,el_wgets,x86-64,22.0,26.0,48,False
worsened,O0,libedit,libedit.so.0.0,el_winsertstr,x86-64,3.0,5.0,11,False
worsened,O0,libedit,libedit.so.0.0,em_next_word,x86-64,3.0,5.0,6,False
to_perfect,O0,libedit,libedit.so.0.0,history_def_enter,x86-64,5.0,0.0,13,False
to_perfect,O0,libedit,libedit.so.0.0,history_search_pos,x86-64,2.0,0.0,14,False
to_perfect,O0,libedit,libedit.so.0.0,history_set_pos,x86-64,2.0,0.0,5,False
worsened,O0,libedit,libedit.so.0.0,keymacro_clear,x86-64,6.0,7.0,12,False
to_perfect,O0,libedit,libedit.so.0.0,map_addfunc,x86-64,4.0,0.0,11,False
worsened,O0,libedit,libedit.so.0.0,needs_dquote_escaping,x86-64,6.0,8.0,3,False
improved,O0,libedit,libedit.so.0.0,re__strncopy,x86-64,8.0,3.0,5,False
improved,O0,libedit,libedit.so.0.0,re_insert,x86-64,8.0,6.0,14,False
worsened,O0,libedit,libedit.so.0.0,re_putc,x86-64,3.0,8.0,12,False
worsened,O0,libedit,libedit.so.0.0,re_putliteral,x86-64,5.0,8.0,10,False
to_perfect,O0,libedit,libedit.so.0.0,rl_add_defun,x86-64,2.0,0.0,5,False
worsened,O0,libedit,libedit.so.0.0,rl_callback_read_char,x86-64,5.0,9.0,21,False
improved,O0,libedit,libedit.so.0.0,rl_initialize,x86-64,14.0,8.0,26,False
to_perfect,O0,libedit,libedit.so.0.0,rl_insert_text,x86-64,2.0,0.0,11,False
worsened,O0,libedit,libedit.so.0.0,rl_replace_line,x86-64,2.0,6.0,9,False
worsened,O0,libedit,libedit.so.0.0,terminal_bind_arrow,x86-64,5.0,6.0,35,False
worsened,O0,libedit,libedit.so.0.0,terminal_deletechars,x86-64,6.0,13.0,28,False
worsened,O0,libedit,libedit.so.0.0,terminal_echotc,x86-64,20.0,33.0,115,True
worsened,O0,libedit,libedit.so.0.0,terminal_get_size,x86-64,10.0,12.0,8,False
improved,O0,libedit,libedit.so.0.0,terminal_gettc,x86-64,7.0,6.0,30,False
worsened,O0,libedit,libedit.so.0.0,terminal_insertwrite,x86-64,6.0,13.0,38,False
off_perfect,O0,libedit,libedit.so.0.0,terminal_move_to_line,x86-64,0.0,8.0,24,False
worsened,O0,libedit,libedit.so.0.0,terminal_overwrite,x86-64,9.0,16.0,16,False
worsened,O0,libedit,libedit.so.0.0,terminal_setflags,x86-64,34.0,38.0,47,True
improved,O0,libedit,libedit.so.0.0,terminal_settc,x86-64,13.0,6.0,41,False
off_perfect,O0,libedit,libedit.so.0.0,tty_end,x86-64,0.0,8.0,5,False
worsened,O0,libedit,libedit.so.0.0,tty_stty,x86-64,19.0,20.0,69,True
worsened,O0,libedit,libedit.so.0.0,unvis,x86-64,14.0,20.0,123,True
worsened,O0,libedit,libedit.so.0.0,vi_history_word,x86-64,4.0,11.0,37,False
worsened,O0,libedit,libedit.so.0.0,vi_next_big_word,x86-64,3.0,5.0,6,False
worsened,O0,libedit,libedit.so.0.0,vi_next_word,x86-64,3.0,5.0,6,False
worsened,O0,libopencm3,dac-dma,dma_set_memory_address,arm,4.0,5.0,6,False
improved,O0,libopencm3,cdcacm,needs_zlp,arm,8.0,2.0,5,False
improved,O0,libopencm3,msc,needs_zlp,arm,8.0,2.0,5,False
improved,O0,libopencm3,usbmidi,needs_zlp,arm,8.0,2.0,5,False
worsened,O0,libopencm3,msc,scsi_inquiry,arm,30.0,31.0,3,False
to_perfect,O0,libopencm3,cdcacm,usb_standard_set_address,arm,4.0,0.0,7,False
to_perfect,O0,libopencm3,msc,usb_standard_set_address,arm,4.0,0.0,7,False
to_perfect,O0,libopencm3,usbmidi,usb_standard_set_address,arm,4.0,0.0,7,False
improved,O0,libselinux,libselinux.so,avc_sidcmp,x86-64,12.0,10.0,5,False
improved,O0,libselinux,libselinux.so,avc_update_node,x86-64,35.0,29.0,7,False
worsened,O0,libselinux,libselinux.so,check_excluded,x86-64,2.0,8.0,9,False
improved,O0,libselinux,libselinux.so,cmp,x86-64,25.0,19.0,52,False
worsened,O0,libselinux,libselinux.so,fcontext_is_binary,x86-64,10.0,12.0,3,False
to_perfect,O0,libselinux,libselinux.so,filename_select,x86-64,6.0,0.0,9,False
improved,O0,libselinux,libselinux.so,get_digests_all_partial_matches,x86-64,22.0,19.0,20,False
to_perfect,O0,libselinux,libselinux.so,get_failsafe_context,x86-64,2.0,0.0,17,False
worsened,O0,libselinux,libselinux.so,init_context_translations,x86-64,4.0,15.0,7,False
worsened,O0,libselinux,libselinux.so,init_procattr,x86-64,4.0,11.0,5,False
worsened,O0,libselinux,libselinux.so,init_selinux_config,x86-64,8.0,12.0,51,False
worsened,O0,libselinux,libselinux.so,init_selinuxmnt,x86-64,8.0,13.0,19,False
worsened,O0,libselinux,libselinux.so,init_thread_destructor,x86-64,5.0,10.0,6,False
improved,O0,libselinux,libselinux.so,is_selinux_enabled,x86-64,14.0,8.0,1,False
improved,O0,libselinux,libselinux.so,load_mmap,x86-64,36.0,34.0,121,True
worsened,O0,libselinux,libselinux.so,matchpathcon_init_once,x86-64,4.0,11.0,5,False
worsened,O0,libselinux,libselinux.so,matchpathcon_lib_destructor,x86-64,8.0,10.0,3,False
worsened,O0,libselinux,libselinux.so,procattr_destructor,x86-64,8.0,10.0,3,False
worsened,O0,libselinux,libselinux.so,read_spec_entries,x86-64,14.0,16.0,21,False
worsened,O0,libselinux,libselinux.so,receive_response,x86-64,6.0,10.0,23,False
to_perfect,O0,libselinux,libselinux.so,regex_cmp,x86-64,2.0,0.0,9,False
to_perfect,O0,libselinux,libselinux.so,regex_version,x86-64,2.0,0.0,5,False
to_perfect,O0,libselinux,libselinux.so,security_av_perm_to_string,x86-64,12.0,0.0,7,False
to_perfect,O0,libselinux,libselinux.so,selabel_cmp,x86-64,2.0,0.0,5,False
to_perfect,O0,libselinux,libselinux.so,selabel_fini,x86-64,7.0,0.0,8,False
worsened,O0,libselinux,libselinux.so,selinux_check_passwd_access_internal,x86-64,4.0,5.0,17,False
worsened,O0,libselinux,libselinux.so,selinux_restorecon_set_alt_rootpath,x86-64,15.0,19.0,16,False
improved,O0,libselinux,libselinux.so,selinux_restorecon_xattr,x86-64,38.0,28.0,58,False
improved,O0,libselinux,libselinux.so,selinux_status_open,x86-64,13.0,6.0,17,False
worsened,O0,libselinux,libselinux.so,setrans_lib_destructor,x86-64,8.0,14.0,5,False
worsened,O0,mirai,mirai,attack_app_cfnull,x86-64,48.0,49.0,84,True
worsened,O0,mirai,mirai,attack_app_http,x86-64,27.0,31.0,289,True
worsened,O0,mirai,mirai,attack_start,x86-64,4.0,6.0,14,False
worsened,O0,mirai,mirai,killer_init,x86-64,9.0,10.0,44,False
worsened,O0,mirai,mirai,util_isdigit,x86-64,10.0,12.0,3,False
improved,O0,mirai,mirai,util_isspace,x86-64,14.0,12.0,7,False
worsened,O0,mirai,mirai,util_isupper,x86-64,10.0,12.0,3,False
to_perfect,O0,mirai,mirai,util_strncmp,x86-64,2.0,0.0,8,False
improved,O0,mydoom,mydoom,connect_tv,pe-x86,74.0,72.0,33,False
worsened,O0,mydoom,mydoom,cut_email,pe-x86,11.0,12.0,60,True
to_perfect,O0,mydoom,mydoom,email_check2,pe-x86,12.0,0.0,52,False
worsened,O0,mydoom,mydoom,is_online,pe-x86,2.0,5.0,10,False
worsened,O0,mydoom,mydoom,mail_extracthdr,pe-x86,7.0,8.0,82,True
worsened,O0,mydoom,mydoom,mmsender,pe-x86,8.0,13.0,16,False
off_perfect,O0,mydoom,mydoom,payload_sco,pe-x86,0.0,8.0,5,False
to_perfect,O0,mydoom,mydoom,scan_textfile,pe-x86,2.0,0.0,12,False
worsened,O0,mydoom,mydoom,smtp_send,pe-x86,6.0,8.0,40,False
to_perfect,O0,mydoom,mydoom,zip_store,pe-x86,2.0,0.0,13,False
worsened,O0,nuttx,nuttx,__assert,arm,14.0,16.0,1,False
improved,O0,nuttx,nuttx,_inode_compare,arm,7.0,5.0,17,False
worsened,O0,nuttx,nuttx,csection_available,arm,10.0,12.0,3,False
to_perfect,O0,nuttx,nuttx,env_cmpname,arm,2.0,0.0,8,False
worsened,O0,nuttx,nuttx,fdlist_extend,arm,36.0,39.0,26,False
improved,O0,nuttx,nuttx,group_cancel_children_handler,arm,13.0,10.0,8,False
improved,O0,nuttx,nuttx,group_signal_handler,arm,26.0,24.0,32,False
worsened,O0,nuttx,nuttx,inode_checkflags,arm,8.0,13.0,21,False
to_perfect,O0,nuttx,nuttx,lib_checkbase,arm,2.0,0.0,22,False
to_perfect,O0,nuttx,nuttx,lib_isbasedigit,arm,10.0,0.0,21,False
worsened,O0,nuttx,nuttx,mm_foreach,arm,41.0,48.0,19,False
improved,O0,nuttx,nuttx,mount_open,arm,33.0,31.0,19,False
worsened,O0,nuttx,nuttx,nxsched_set_priority,arm,26.0,28.0,10,False
improved,O0,nuttx,nuttx,nxsig_alloc_dyn_pending,arm,29.0,23.0,24,False
improved,O0,nuttx,nuttx,nxsig_queue_action,arm,25.0,22.0,22,False
improved,O0,nuttx,nuttx,proc_open,arm,54.0,52.0,26,False
improved,O0,nuttx,nuttx,proc_opendir,arm,62.0,60.0,35,False
improved,O0,nuttx,nuttx,rd_close,arm,27.0,23.0,10,False
worsened,O0,nuttx,nuttx,rd_ioctl,arm,22.0,28.0,9,False
worsened,O0,nuttx,nuttx,syslog_safe_to_block,arm,6.0,8.0,7,False
improved,O0,nuttx,nuttx,tcbinfo_open,arm,26.0,24.0,11,False
improved,O0,nuttx,nuttx,up_interrupt,arm,11.0,8.0,16,False
improved,O0,nuttx,nuttx,uptime_open,arm,26.0,24.0,11,False
improved,O0,nuttx,nuttx,version_open,arm,26.0,24.0,11,False
improved,O0,openssh-portable,scp,_ssh__compat_glob,x86-64,11.0,7.0,27,False
improved,O0,openssh-portable,sftp,_ssh__compat_glob,x86-64,11.0,7.0,27,False
improved,O0,openssh-portable,ssh,_ssh__compat_glob,x86-64,11.0,7.0,27,False
improved,O0,openssh-portable,ssh-keysign,_ssh__compat_glob,x86-64,11.0,7.0,27,False
improved,O0,openssh-portable,sshd,_ssh__compat_glob,x86-64,11.0,7.0,27,False
improved,O0,openssh-portable,ssh-keyscan,_ssh_exchange_banner,x86-64,5.0,3.0,27,False
improved,O0,openssh-portable,scp,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,sftp,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,sftp-server,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,ssh,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,ssh-add,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,ssh-agent,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,ssh-keygen,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,ssh-keyscan,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,ssh-keysign,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,ssh-pkcs11-helper,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,ssh-sk-helper,addr_and,x86-64,9.0,5.0,15,False
improved,O0,openssh-portable,sshd,addr_and,x86-64,9.0,5.0,15,False
to_perfect,O0,openssh-portable,scp,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,sftp,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,sftp-server,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-add,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-agent,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-keygen,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-keyscan,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-keysign,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-sk-helper,addr_hostmask,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,sshd,addr_hostmask,x86-64,2.0,0.0,5,False
improved,O0,openssh-portable,scp,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,sftp,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,sftp-server,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,ssh,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,ssh-add,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,ssh-agent,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,ssh-keygen,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,ssh-keyscan,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,ssh-keysign,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,ssh-pkcs11-helper,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,ssh-sk-helper,addr_netmask,x86-64,9.0,5.0,19,False
improved,O0,openssh-portable,sshd,addr_netmask,x86-64,9.0,5.0,19,False
worsened,O0,openssh-portable,scp,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,sftp,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,sftp-server,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,ssh,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,ssh-add,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,ssh-agent,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,ssh-keygen,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,ssh-keyscan,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,ssh-keysign,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,ssh-sk-helper,addr_ntop,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,sshd,addr_ntop,x86-64,2.0,8.0,9,False
improved,O0,openssh-portable,scp,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,sftp,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,sftp-server,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,ssh,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,ssh-add,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,ssh-agent,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,ssh-keygen,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,ssh-keyscan,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,ssh-keysign,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,ssh-pkcs11-helper,addr_pton,x86-64,7.0,5.0,13,False
improved,O0,openssh-portable,ssh-sk-helper,addr_pton,x86-64,7.0,5.0,13,False
