direction,slice,function,base,test
better,coreutils::O2::ginstall,create_hard_link,0.25,0.5
better,coreutils::O2::ginstall,overwrite_ok,0.25,0.375
better,coreutils::O2::ginstall,create_hole,0.2222222222222222,0.3333333333333333
better,coreutils::O2::ginstall,sparse_copy,0.3333333333333333,0.4166666666666667
better,coreutils::O2::ginstall,set_process_security_ctx,0.0,0.2222222222222222
better,coreutils::O2::ginstall,set_file_security_ctx,0.16666666666666666,0.3333333333333333
better,coreutils::O2::ginstall,remember_copied,0.2857142857142857,0.42857142857142855
better,coreutils::O2::split,closeout,0.3,0.5
better,coreutils::O2::stty,set_window_size,0.2,0.3
better,coreutils::O2::stty,apply_settings,0.14285714285714285,0.21428571428571427
better,coreutils::O2::tac,tac_seekable,0.08333333333333333,0.125
better,coreutils::O2::mv,emit_verbose,0.0,0.5
better,coreutils::O2::mv,create_hard_link,0.25,0.5
better,coreutils::O2::mv,overwrite_ok,0.25,0.375
better,coreutils::O2::mv,create_hole,0.2222222222222222,0.3333333333333333
better,coreutils::O2::mv,sparse_copy,0.3333333333333333,0.4166666666666667
better,coreutils::O2::mv,set_process_security_ctx,0.0,0.2222222222222222
better,coreutils::O2::mv,set_file_security_ctx,0.16666666666666666,0.3333333333333333
better,coreutils::O2::mv,remember_copied,0.2857142857142857,0.42857142857142855
better,coreutils::O2::timeout,parse_duration,0.3333333333333333,0.5
better,coreutils::O2::tail,fremote,0.0,0.16666666666666666
better,coreutils::O2::tail,start_lines,0.375,0.5
better,coreutils::O2::tail,start_bytes,0.42857142857142855,0.5714285714285714
better,coreutils::O2::sort,parse_field_count,0.6,0.8
better,coreutils::O2::sort,fillbuf,0.15789473684210525,0.21052631578947367
better,coreutils::O2::sort,write_line,0.125,0.25
better,coreutils::O2::sort,write_unique,0.0,0.6666666666666666
better,coreutils::O2::sort,mergefps,0.13793103448275862,0.20689655172413793
better,coreutils::O2::sort,mergefiles,0.2857142857142857,0.5714285714285714
better,coreutils::O2::sort,sortlines,0.2,0.3333333333333333
better,coreutils::O2::ptx,digest_word_file,0.0,0.25
better,coreutils::O2::wc,wc_lines_avx2,0.2,0.26666666666666666
better,coreutils::O2::uptime,uptime,0.5,0.75
better,coreutils::O2::who,who,0.15384615384615385,0.23076923076923078
better,coreutils::O2-noinline::basename,perform_basename,0.25,0.75
better,coreutils::O2-noinline::chcon,change_file_context,0.25,0.375
better,coreutils::O2-noinline::chroot,parse_additional_groups,0.3333333333333333,0.4166666666666667
